host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
56%,100%,1,2,Shared room,1,1,2,55,$55.00 ,$0.00 ,1,1125,1,38.8782255,-77.01708454,Washington,20024,DC
100%,100%,2,1,Private room,1,1,1,55,$10.00 ,$0.00 ,1,1125,29,38.95024169,-76.99253092,Washington,20017,DC
100%,100%,2,2,Private room,1,1,1,55,$10.00 ,$0.00 ,1,15,63,38.94952379,-76.99263173,Washington,20017,DC
100%,100%,2,2,Private room,1,1,1,55,$0.00 ,$0.00 ,2,150,19,38.93654724,-76.99559689,Washington,20017,DC
68%,91%,5,2,Private room,1,2,2,55,$0.00 ,$0.00 ,1,1125,6,38.94289882,-77.01840215,Washington,20011,DC
100%,0%,1,2,Private room,1,1,1,55,$40.00 ,$0.00 ,1,10,0,38.94437344,-77.02454901,Washington,20011,DC
100%,25%,2,2,Entire home/apt,0,1,1,55,$35.00 ,$0.00 ,1,1125,17,38.93752367,-77.03612415,Washington,20010,DC
100%,100%,2,1,Private room,1,2,1,55,$0.00 ,$0.00 ,3,180,22,38.95893252,-77.01167635,Washington,20011,DC
100%,100%,2,1,Private room,1,1,1,55,$0.00 ,$0.00 ,3,1125,14,38.95738703,-77.01233852,Washington,20011,DC
60%,83%,1,2,Private room,1,2.5,1,55,$5.00 ,$0.00 ,1,1125,36,38.96815871,-77.01988349,Washington,20012,DC
100%,84%,3,2,Private room,1,1.5,1,55,$0.00 ,$0.00 ,1,1125,8,38.98448977,-77.03978495,Washington,20012,DC
100%,90%,4,1,Private room,1,1,1,55,$15.00 ,$100.00 ,1,1125,7,38.96615266,-77.0634137,Washington,20015,DC
82%,94%,2,2,Private room,1,1.5,1,55,$0.00 ,$0.00 ,1,365,25,38.86151032,-76.98768693,Washington,20020,DC
92%,100%,6,2,Private room,1,1,1,55,$15.00 ,$0.00 ,2,1125,67,38.86879886,-76.96947339,Washington,20020,DC
92%,90%,1,2,Private room,1,1,1,55,$20.00 ,$0.00 ,1,5,2,38.90284509,-76.99887832,Washington,20002,DC
75%,100%,1,2,Private room,1,1,1,55,$25.00 ,$0.00 ,2,1125,1,38.90451109,-76.99477257,Washington,20002,DC
100%,86%,5,2,Private room,1,1,1,55,$40.00 ,$0.00 ,5,365,9,38.89295479,-76.98140298,Washington,20002,DC
100%,86%,5,2,Private room,1,1,1,55,$40.00 ,$0.00 ,5,365,42,38.89246691,-76.98269043,Washington,20002,DC
100%,92%,1,1,Shared room,1,1,1,55,$25.00 ,$0.00 ,1,60,7,38.92371374,-77.03664843,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,55,$25.00 ,$0.00 ,2,1125,3,38.92598543,-77.00738939,Washington,20002,DC
89%,100%,1,2,Private room,1,1,1,55,$10.00 ,$0.00 ,2,1125,3,38.91094522,-77.01363603,Washington,20001,DC
100%,100%,2,2,Private room,1,2,1,55,$25.00 ,$175.00 ,1,21,171,38.9242145,-77.02883651,Washington,20009,DC
100%,100%,1,2,Private room,1,1,1,55,$0.00 ,$0.00 ,1,1125,8,38.93091468,-77.03640354,Washington,20010,DC
50%,67%,1,1,Private room,1,1,1,55,$0.00 ,$0.00 ,5,1125,0,38.93168467,-77.03606977,Washington,20010,DC
80%,100%,1,1,Private room,1,1,1,55,$30.00 ,$300.00 ,2,14,1,38.92968779,-77.04034392,Washington,20010,DC
86%,88%,1,2,Entire home/apt,1,1,1,55,$40.00 ,$0.00 ,1,1125,34,38.92012506,-77.03607197,Washington,20009,DC
100%,83%,1,2,Private room,1,1,1,55,$10.00 ,$0.00 ,1,7,16,38.93057325,-77.03889182,Washington,20010,DC
100%,100%,2,2,Private room,1,1.5,1,55,$0.00 ,$0.00 ,2,1125,0,38.92038788,-76.98322399,Washington,20018,DC
81%,97%,4,2,Private room,1,1,1,55,$0.00 ,$0.00 ,2,14,13,38.93438933,-76.98840096,Washington,20017,DC
75%,100%,2,2,Entire home/apt,1,1,1,55,$0.00 ,$0.00 ,2,1125,1,38.9168216,-77.07060563,Washington,20007,DC
89%,97%,6,1,Private room,1,1,1,56,$15.00 ,$0.00 ,1,1125,0,38.89744184,-77.04609776,Washington,20006,DC
99%,99%,8,2,Private room,1,1,1,56,$19.00 ,$0.00 ,1,1125,31,38.86365572,-76.9825283,Washington,20020,DC
67%,100%,1,1,Private room,1,1.5,1,56,$0.00 ,$0.00 ,4,1125,1,38.90486506,-77.00042178,Washington,20002,DC
100%,0%,1,2,Private room,1,1,1,56,$0.00 ,$0.00 ,1,1125,0,38.92039219,-77.00040474,Washington,20002,DC
100%,100%,1,2,Private room,1,2,1,56,$20.00 ,$0.00 ,2,1125,4,38.92892661,-77.03503421,Washington,20009,DC
50%,0%,1,2,Private room,1,1,1,57,$48.00 ,$95.00 ,1,1125,1,38.93867376,-77.03446356,Washington,20011,DC
100%,86%,1,3,Private room,1,1,1,57,$20.00 ,$0.00 ,1,5,1,38.92269276,-77.07718819,Washington,20007,DC
89%,97%,6,1,Private room,1,1,1,58,$15.00 ,$0.00 ,1,1125,14,38.90120759,-77.05295579,Washington,20006,DC
100%,100%,1,1,Private room,1,1,1,58,$10.00 ,$0.00 ,2,20,6,38.8862843,-76.92942258,Washington,20019,DC
100%,0%,2,1,Private room,1,1,1,58,$50.00 ,$0.00 ,14,1125,0,38.9357251,-77.11052535,Washington,20016,DC
100%,90%,4,2,Private room,1,1,1,58,$10.00 ,$100.00 ,2,1125,16,38.96597616,-77.06517674,Washington,20015,DC
99%,99%,8,2,Private room,1,0.5,1,58,$19.00 ,$0.00 ,1,1125,25,38.86412881,-76.98235377,Washington,20020,DC
100%,100%,1,3,Shared room,1,1,2,58,$5.00 ,$0.00 ,1,1125,15,38.89584461,-76.97758207,Washington,20002,DC
100%,63%,1,2,Private room,1,1,1,58,$15.00 ,$0.00 ,1,1125,1,38.89903042,-76.98436233,Washington,20002,DC
100%,100%,2,1,Private room,1,0,1,58,$35.00 ,$500.00 ,3,180,7,38.88170393,-76.98696223,Washington,20003,DC
100%,100%,1,2,Private room,1,1,1,59,$0.00 ,$0.00 ,1,1125,18,38.84981227,-76.98289296,Washington,20020,DC
100%,100%,1,1,Shared room,1,1,2,59,$30.00 ,$200.00 ,1,1125,1,38.90405978,-77.01706374,Washington,20001,DC
100%,89%,2,1,Private room,1,1,1,59,$10.00 ,$100.00 ,2,1125,8,38.88868009,-76.92996784,Washington,20019,DC
100%,100%,2,2,Private room,1,1,1,59,$0.00 ,$0.00 ,2,11,66,38.90580563,-76.99576675,Washington,20002,DC
71%,100%,2,2,Private room,1,1,1,59,$0.00 ,$0.00 ,2,1125,26,38.90282245,-76.98273385,Washington,20002,DC
100%,100%,5,1,Private room,1,1.5,1,59,$10.00 ,$150.00 ,1,1125,0,38.87138707,-77.01378709,Washington,20024,DC
100%,100%,5,2,Private room,1,1.5,1,59,$10.00 ,$200.00 ,1,1125,3,38.87108426,-77.01357477,Washington,20024,DC
68%,91%,5,2,Private room,1,1.5,1,59,$0.00 ,$0.00 ,1,1125,57,38.94244786,-77.02078563,Washington,20011,DC
68%,91%,5,2,Private room,1,1.5,1,59,$0.00 ,$0.00 ,1,1125,25,38.94083285,-77.01871026,Washington,20011,DC
100%,100%,1,2,Private room,1,1,1,59,$60.00 ,$250.00 ,7,1125,5,38.95879135,-77.06812768,Washington,20015,DC
99%,99%,8,2,Private room,1,1,1,59,$14.00 ,$0.00 ,1,1125,19,38.8642819,-76.98207017,Washington,20020,DC
82%,94%,2,3,Private room,1,1,2,59,$0.00 ,$0.00 ,1,365,10,38.86047494,-76.98917608,Washington,20020,DC
86%,88%,8,2,Private room,1,1,2,59,$25.00 ,$100.00 ,1,1125,0,38.86784482,-76.98314923,Washington,20020,DC
100%,88%,6,2,Private room,1,1.5,1,59,$0.00 ,$150.00 ,6,1125,1,38.8978172,-76.98668319,Washington,20002,DC
100%,100%,3,2,Private room,1,1.5,1,59,$12.00 ,$95.00 ,1,1125,9,38.90567235,-77.00542655,Washington,20001,DC
100%,87%,4,2,Private room,1,1,1,59,$10.00 ,$0.00 ,1,1125,1,38.90142298,-76.99010533,Washington,20002,DC
92%,50%,1,2,Private room,1,1,1,59,$0.00 ,$0.00 ,1,1125,3,38.93442824,-77.0279454,Washington,20010,DC
100%,100%,2,2,Private room,1,1,1,59,$29.00 ,$0.00 ,2,2000,92,38.9218134,-77.02472216,Washington,20001,DC
100%,33%,1,2,Private room,1,1,1,59,$25.00 ,$0.00 ,1,1125,1,38.93479455,-77.02504739,Washington,20010,DC
100%,100%,9,2,Private room,1,0,1,60,$10.00 ,$0.00 ,2,1125,2,38.97553592,-77.00896192,Takoma Park,20912,MD
0%,0%,1,2,Private room,1,1,1,60,$0.00 ,$100.00 ,1,365,0,38.85908304,-76.9694999,Washington,20020,DC
84%,92%,3,2,Shared room,1,1,1,60,$5.00 ,$0.00 ,2,1125,10,38.89919868,-77.05195226,Washington,20037,DC
57%,100%,4,6,Shared room,1,2.5,4,60,$40.00 ,$100.00 ,1,1125,0,38.89230032,-76.91462309,Washington,20019,DC
100%,100%,2,1,Private room,1,1.5,1,60,$0.00 ,$0.00 ,2,1125,9,38.91093926,-77.01999494,Washington,20001,DC
0%,0%,1,2,Entire home/apt,0,1,2,60,$50.00 ,$200.00 ,5,19,0,38.90795722,-77.03374011,"Washington, D.C.",20005,DC
0%,0%,2,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,4,38.91176582,-77.03323519,Washington,20009,DC
100%,100%,1,1,Private room,1,1,1,60,$0.00 ,$100.00 ,2,93,6,38.91258071,-77.02005893,Washington,20001,DC
100%,70%,1,2,Private room,1,1,1,60,$20.00 ,$100.00 ,1,31,36,38.91377004,-77.08336527,Washington,20007,DC
100%,89%,2,2,Private room,1,2,1,60,$10.00 ,$0.00 ,1,365,67,38.90644939,-76.94305004,Washington,20019,DC
95%,100%,1,3,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,6,38.9095799,-76.98153996,Washington,20002,DC
100%,97%,1,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,5,23,38.90257323,-76.98116707,Washington,20002,DC
100%,63%,4,1,Private room,1,1,1,60,$10.00 ,$0.00 ,10,1125,5,38.91388413,-77.0750364,Washington,20007,DC
100%,63%,4,1,Private room,1,1,1,60,$10.00 ,$0.00 ,25,1125,1,38.91609856,-77.07573905,Washington,20007,DC
100%,15%,1,1,Private room,1,1.5,1,60,$0.00 ,$0.00 ,2,6,6,38.91711567,-77.04028037,Washington,20009,DC
80%,100%,1,2,Private room,1,1,1,60,$10.00 ,$0.00 ,1,1125,8,38.91892594,-77.03285252,Washington,20009,DC
100%,100%,1,2,Shared room,1,1,2,60,$5.00 ,$500.00 ,1,1125,11,38.87128853,-77.01355442,Washington,20024,DC
91%,91%,1,3,Entire home/apt,1,1,2,60,$0.00 ,$0.00 ,2,1125,0,38.94982857,-76.99610919,Washington,20017,DC
90%,86%,1,1,Shared room,1,1,1,60,$0.00 ,$0.00 ,1,1125,5,38.93690611,-76.99124048,Washington,20017,DC
100%,91%,1,2,Entire home/apt,1,1,1,60,$60.00 ,$500.00 ,2,1125,10,38.93877317,-77.01906958,Washington,20011,DC
100%,75%,1,2,Private room,1,1,1,60,$100.00 ,$0.00 ,1,30,2,38.953512,-77.02115248,Washington,20011,DC
100%,67%,1,2,Private room,1,1,1,60,$30.00 ,$200.00 ,1,730,1,38.93724081,-77.02648826,Washington,20011,DC
95%,92%,2,1,Private room,1,2,1,60,$0.00 ,$0.00 ,1,1125,4,38.94301179,-77.03332159,Washington,20011,DC
100%,69%,2,2,Private room,1,1,1,60,$10.00 ,$0.00 ,1,6,27,38.94753354,-77.02118869,Washington,20011,DC
100%,100%,1,2,Private room,1,1,1,60,$25.00 ,$0.00 ,1,7,8,38.95997854,-77.03828165,Washington,20011,DC
92%,100%,1,1,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,60,38.94340438,-77.03440569,Washington,20011,DC
0%,0%,1,2,Entire home/apt,1,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.94217667,-77.02446383,Washington,20011,DC
100%,63%,2,2,Private room,1,0.5,1,60,$0.00 ,$0.00 ,1,7,109,38.9776415,-77.02545457,Washington,20012,DC
100%,75%,1,2,Private room,1,1.5,1,60,$0.00 ,$0.00 ,1,1125,1,38.97732487,-77.02330357,Washington,20012,DC
100%,86%,1,2,Private room,1,1,1,60,$0.00 ,$150.00 ,3,14,62,38.96647892,-77.03228064,Washington,20011,DC
0%,0%,1,2,Entire home/apt,1,1,1,60,$0.00 ,$0.00 ,1,1125,1,38.94211218,-77.00464908,Washington,20011,DC
100%,100%,4,2,Private room,1,1.5,1,60,$25.00 ,$0.00 ,2,1125,8,38.97984,-77.02889647,Washington,20012,DC
100%,84%,3,2,Private room,1,1.5,1,60,$0.00 ,$0.00 ,1,1125,12,38.98308097,-77.04020478,Washington,20012,DC
100%,84%,3,2,Private room,1,1.5,1,60,$0.00 ,$0.00 ,1,1125,17,38.98270633,-77.03861319,Washington,20012,DC
90%,100%,2,1,Private room,1,1,1,60,$20.00 ,$0.00 ,2,1125,0,38.86425406,-76.99143137,Washington,20020,DC
92%,100%,6,2,Private room,1,2,1,60,$15.00 ,$0.00 ,1,1125,48,38.87117911,-76.96895603,Washington,20020,DC
92%,100%,6,2,Private room,1,2,1,60,$15.00 ,$0.00 ,1,1125,36,38.86967493,-76.96784869,Washington,20020,DC
0%,0%,1,2,Private room,1,2,1,60,$0.00 ,$0.00 ,1,1125,0,38.92121464,-77.04118235,Washington,20009,DC
100%,60%,1,1,Private room,1,1,1,60,$0.00 ,$0.00 ,1,5,1,38.91937518,-77.04420105,Washington,20009,DC
50%,0%,1,2,Entire home/apt,0,1,1,60,$60.00 ,$500.00 ,7,25,0,38.91915334,-77.0444084,Washington,20009,DC
0%,0%,1,1,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.92304175,-77.04547886,Washington,20009,DC
100%,0%,1,16,Shared room,1,1,2,60,$20.00 ,$200.00 ,3,60,0,38.92619886,-76.99899837,Washington,20017,DC
100%,80%,1,2,Private room,1,1,1,60,$0.00 ,$200.00 ,2,4,6,38.92458513,-76.99920904,Washington,20017,DC
94%,71%,3,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,14,250,38.91505223,-77.00148697,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,2,60,$15.00 ,$0.00 ,1,30,0,38.91866111,-77.0006991,Washington,20002,DC
100%,33%,1,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.9223468,-77.00324679,Washington,20002,DC
70%,100%,1,2,Private room,1,1,1,60,$30.00 ,$0.00 ,1,1125,4,38.92023494,-77.0107223,Washington,20001,DC
93%,89%,1,2,Private room,1,1,1,60,$15.00 ,$100.00 ,2,1125,1,38.91371229,-77.01518039,Washington,20001,DC
97%,84%,2,2,Shared room,1,1,1,60,$10.00 ,$0.00 ,1,1125,7,38.92026382,-77.00325043,Washington,20002,DC
100%,50%,1,2,Shared room,1,1,1,60,$0.00 ,$0.00 ,1,7,2,38.92091567,-77.00347759,Washington,20002,DC
92%,100%,4,6,Private room,1,1,2,60,$0.00 ,$300.00 ,2,730,2,38.91546759,-77.00178024,Washington,20002,DC
92%,100%,4,4,Private room,1,1,1,60,$0.00 ,$300.00 ,2,1125,1,38.91375118,-77.00082536,Washington,20002,DC
100%,100%,1,2,Private room,1,1,1,60,$35.00 ,$100.00 ,1,15,5,38.93362237,-77.03082342,Washington,20010,DC
43%,100%,1,2,Private room,1,1,1,60,$10.00 ,$0.00 ,1,14,12,38.93657849,-77.03659434,Washington,20010,DC
100%,0%,1,1,Entire home/apt,0,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.93358258,-77.03574075,Washington,20010,DC
100%,80%,2,2,Private room,1,1,1,60,$25.00 ,$200.00 ,2,4,4,38.92882945,-77.03732349,Washington,20009,DC
0%,0%,1,2,Private room,1,1,1,60,$25.00 ,$100.00 ,2,1125,0,38.93504258,-77.02972175,Washington,20010,DC
100%,100%,1,3,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,3,38.92993373,-77.02961222,Washington,20010,DC
89%,85%,2,1,Private room,1,1,1,60,$0.00 ,$100.00 ,2,21,6,38.93447239,-77.03158722,Washington,20010,DC
86%,50%,1,1,Private room,1,1,1,60,$35.00 ,$0.00 ,2,1125,3,38.93176483,-77.03513077,Washington,20010,DC
0%,0%,1,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.93404455,-77.03667499,Washington,20010,DC
70%,100%,1,2,Entire home/apt,1,1,1,60,$25.00 ,$0.00 ,1,1125,3,38.93488821,-77.02625746,Washington,20010,DC
0%,0%,1,1,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,0,38.93402171,-76.98669751,Washington,20017,DC
57%,100%,1,2,Private room,1,1,2,60,$0.00 ,$0.00 ,2,1125,54,38.92362301,-76.98946066,Washington,20018,DC
94%,85%,4,2,Private room,1,1,1,60,$0.00 ,$0.00 ,2,1125,19,38.91980767,-76.98568876,Washington,20018,DC
90%,100%,1,2,Shared room,1,1,1,60,$10.00 ,$0.00 ,1,29,5,38.91750709,-77.07173888,Washington,20007,DC
0%,0%,1,2,Private room,1,1,1,60,$0.00 ,$0.00 ,1,1125,2,38.92092491,-77.07291765,Washington,20007,DC
83%,97%,1,2,Entire home/apt,0,1,1,60,$15.00 ,,1,1125,4,38.88719899,-76.99141912,Washington,20003,DC
80%,100%,1,1,Entire home/apt,0,1,1,62,$0.00 ,$0.00 ,14,1125,1,38.90828502,-77.02696882,Washington,20001,DC
100%,100%,2,2,Private room,1,1.5,1,62,$25.00 ,$100.00 ,3,200,6,38.94056933,-77.0213154,Washington,20011,DC
100%,87%,4,2,Private room,1,1,1,62,$10.00 ,$0.00 ,1,1125,4,38.9021986,-76.99024119,Washington,20002,DC
96%,75%,1,4,Private room,1,1.5,1,62,$10.00 ,$0.00 ,1,1125,1,38.91626144,-77.01192742,Washington,20001,DC
53%,89%,1,1,Shared room,1,1,1,63,$0.00 ,$0.00 ,1,1125,15,38.91017865,-77.02129486,Washington,20001,DC
100%,100%,1,2,Private room,1,1,1,63,$11.00 ,$0.00 ,1,7,10,38.94018581,-77.01846648,Washington,20011,DC
100%,89%,1,2,Private room,1,1,2,63,$0.00 ,$0.00 ,1,1125,13,38.92871043,-77.0278009,Washington,20009,DC
100%,100%,4,5,Private room,1,1.5,1,64,$15.00 ,$95.00 ,1,90,115,38.8421504,-76.97633323,Washington,20032,DC
100%,100%,1,1,Private room,1,1,1,64,$0.00 ,$0.00 ,1,1125,4,38.90263888,-76.95061161,Washington,20019,DC
33%,100%,1,1,Entire home/apt,0,1,1,64,$0.00 ,$0.00 ,4,1125,0,38.91202958,-77.04425631,Washington,20009,DC
100%,100%,2,3,Private room,1,1.5,2,64,$25.00 ,$100.00 ,3,1125,2,38.93957869,-77.02271852,Washington,20011,DC
100%,100%,1,2,Entire home/apt,1,1,1,64,$15.00 ,$0.00 ,2,1125,4,38.97947358,-77.02299089,Washington,20012,DC
100%,100%,1,1,Private room,1,0,1,64,$0.00 ,$0.00 ,1,1125,2,38.89456581,-76.98183639,Washington,20002,DC
100%,100%,2,2,Private room,1,1,1,64,$0.00 ,$0.00 ,2,11,30,38.90401698,-76.99523355,Washington,20002,DC
100%,89%,3,2,Private room,1,1.5,1,64,$30.00 ,$350.00 ,1,1125,1,38.91834979,-77.01360369,Washington,20001,DC
100%,96%,1,2,Private room,1,1.5,1,64,$24.00 ,$95.00 ,1,7,46,38.92322446,-77.02844686,Washington,20009,DC
50%,100%,1,3,Entire home/apt,0,1,1,64,$25.00 ,,4,1125,1,38.93433012,-77.0735671,Washington,20016,DC
56%,83%,1,4,Private room,1,1,2,65,$0.00 ,$0.00 ,2,1125,2,38.90602533,-77.02140581,Washington,20001,DC
100%,88%,2,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,4,38.85081344,-76.98011142,Washington,20020,DC
100%,88%,2,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,2,38.84872746,-76.97871483,Washington,20020,DC
33%,0%,1,4,Entire home/apt,2,2,2,65,$0.00 ,$0.00 ,1,1125,0,38.87302035,-76.93891775,Washington,20019,DC
100%,0%,1,1,Shared room,1,1,2,65,$0.00 ,$0.00 ,2,1125,0,38.89923209,-77.01976879,Washington,20001,DC
100%,100%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,0,38.90476626,-77.02493004,Washington,20001,DC
100%,70%,1,2,Entire home/apt,0,1,2,65,$30.00 ,$0.00 ,1,1125,2,38.90642253,-77.04712887,Washington,20036,DC
0%,0%,2,1,Shared room,1,1,1,65,$0.00 ,$0.00 ,7,1125,0,38.8996322,-77.05269956,Washington,20037,DC
57%,100%,4,4,Private room,1,1,1,65,$90.00 ,$100.00 ,1,1095,1,38.8916763,-76.91338447,Washington,20019,DC
0%,0%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,0,38.90684995,-77.03070602,Washington,20005,DC
100%,100%,1,2,Private room,1,1,1,65,$5.00 ,$0.00 ,1,29,26,38.90938728,-77.01830341,Washington,20001,DC
79%,72%,3,2,Private room,1,1,1,65,$40.00 ,$200.00 ,3,365,3,38.90965484,-77.02475022,Washington,20001,DC
100%,0%,2,1,Private room,1,1,1,65,$50.00 ,$0.00 ,1,1125,1,38.93450346,-77.11033727,Washington,20016,DC
100%,100%,1,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,2,38.91251412,-76.98640926,Washington,20002,DC
95%,96%,3,6,Private room,1,1,3,65,$60.00 ,$550.00 ,2,365,9,38.89970567,-76.97547308,Washington,20002,DC
90%,100%,1,2,Private room,1,1,1,65,$15.00 ,$100.00 ,1,160,27,38.90265393,-76.98184664,Washington,20002,DC
100%,63%,4,1,Private room,1,1,1,65,$10.00 ,$0.00 ,7,1125,21,38.91527673,-77.0745043,Washington,20007,DC
90%,100%,2,1,Private room,1,1,1,65,$15.00 ,$0.00 ,3,120,18,38.91608584,-77.06875523,Washington,20007,DC
100%,63%,4,2,Private room,1,1,1,65,$10.00 ,$0.00 ,6,1125,6,38.91426245,-77.07578984,Washington,20007,DC
60%,80%,1,1,Entire home/apt,1,1,1,65,$0.00 ,$0.00 ,1,1125,1,38.90558084,-77.0362169,Washington,20005,DC
91%,100%,4,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,31,38.91612976,-77.03040875,Washington,20009,DC
91%,100%,4,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,27,38.91693906,-77.0288743,Washington,20009,DC
80%,100%,2,1,Private room,1,1.5,1,65,$25.00 ,$0.00 ,2,45,3,38.91702354,-77.01464487,Washington,20001,DC
100%,100%,2,2,Private room,1,1,1,65,$50.00 ,$0.00 ,2,1125,8,38.91933172,-77.03011793,Washington,20009,DC
100%,100%,2,2,Shared room,1,1,2,65,$5.00 ,$120.00 ,1,1125,5,38.87481081,-77.01812968,Washington,20024,DC
96%,84%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,5,38.88223031,-77.0135737,Washington,20024,DC
100%,100%,2,2,Private room,1,1,1,65,$10.00 ,$0.00 ,1,1125,5,38.94381217,-76.97554195,Washington,20018,DC
100%,100%,1,2,Private room,1,1,1,65,$0.00 ,$0.00 ,7,1125,0,38.9524303,-77.02240146,Washington,20011,DC
27%,88%,2,1,Private room,1,1,1,65,$0.00 ,$0.00 ,7,1125,6,38.93980356,-77.02350849,Washington,20011,DC
90%,89%,1,3,Private room,1,1,1,65,$0.00 ,$0.00 ,4,1125,3,38.95254139,-77.03081627,Washington,20011,DC
100%,67%,1,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,8,38.94049694,-77.03284249,Washington,20011,DC
91%,100%,4,2,Private room,1,2,1,65,$0.00 ,$0.00 ,1,1125,0,38.94079684,-77.02374039,Washington,20011,DC
63%,100%,1,2,Private room,1,1.5,1,65,$10.00 ,$0.00 ,1,1125,0,38.94141293,-77.02282323,Washington,20011,DC
91%,100%,4,2,Private room,1,2,1,65,$0.00 ,$0.00 ,1,1125,20,38.94164936,-77.02533076,Washington,20011,DC
90%,80%,3,3,Entire home/apt,1,1,1,65,$25.00 ,$200.00 ,3,365,0,38.97733325,-77.02534842,Washington,20012,DC
100%,100%,3,3,Entire home/apt,0,1,2,65,$60.00 ,$100.00 ,2,1125,4,38.96461849,-77.03195287,Washington,20011,DC
100%,100%,1,2,Entire home/apt,1,1,1,65,$25.00 ,$0.00 ,1,1125,3,38.97388364,-77.02446717,Washington,20012,DC
100%,100%,1,2,Private room,1,1,1,65,$50.00 ,$100.00 ,1,30,2,38.96557716,-77.01286443,Washington,20011,DC
100%,100%,1,2,Private room,1,1,1,65,$0.00 ,$0.00 ,2,1125,28,38.97259173,-77.02567024,Washington,20012,DC
100%,100%,1,2,Entire home/apt,1,1,1,65,$30.00 ,$200.00 ,1,1125,0,38.96600754,-77.0351751,Washington,20011,DC
89%,100%,3,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,7,38.96836181,-77.02516601,Washington,20012,DC
40%,88%,1,2,Entire home/apt,0,1,0,65,$0.00 ,$0.00 ,1,1125,3,38.96588046,-77.03422225,Washington,20011,DC
89%,100%,3,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,6,38.96773493,-77.02643887,Washington,20012,DC
89%,100%,3,1,Private room,1,0,1,65,$0.00 ,$0.00 ,1,1125,1,38.96871102,-77.02648591,Washington,20012,DC
100%,100%,1,2,Private room,1,1,1,65,$25.00 ,$100.00 ,3,1000,21,38.96703183,-77.00426408,Washington,20012,DC
100%,100%,4,2,Private room,1,1.5,1,65,$25.00 ,$0.00 ,2,1125,1,38.97965627,-77.02915369,Washington,20012,DC
100%,100%,4,2,Private room,1,1.5,1,65,$0.00 ,$0.00 ,3,1125,1,38.97873389,-77.02921502,Washington,20012,DC
80%,100%,2,2,Private room,1,1,1,65,$35.00 ,$0.00 ,3,21,10,38.86124528,-76.98876797,Washington,20020,DC
90%,67%,2,2,Private room,1,1,2,65,$0.00 ,$0.00 ,1,365,60,38.86176823,-76.98965947,Washington,20020,DC
92%,92%,2,2,Private room,1,2,1,65,$0.00 ,$0.00 ,1,1125,57,38.86323025,-76.98921575,Washington,20020,DC
100%,0%,1,2,Entire home/apt,0,1,1,65,$10.00 ,$0.00 ,5,1125,7,38.87495807,-76.97171388,Washington,20020,DC
94%,100%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,3,38.89314035,-76.99686383,Washington,20002,DC
0%,0%,1,2,Private room,1,1,1,65,$0.00 ,$0.00 ,1,1125,0,38.92606543,-77.04488075,Washington,20009,DC
0%,100%,1,2,Private room,1,1,1,65,$10.00 ,$100.00 ,1,1125,41,38.91523099,-77.00778906,Washington,20002,DC
80%,100%,1,2,Private room,1,2.5,1,65,$0.00 ,$0.00 ,1,180,93,38.93403745,-77.01488262,Washington,20001,DC
100%,89%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,2,5,7,38.91616307,-77.00681031,Washington,20002,DC
93%,98%,2,2,Private room,1,1,1,65,$25.00 ,$0.00 ,1,1125,51,38.90994472,-77.01173642,"Washington, D.C.",20001,DC
100%,100%,1,1,Private room,1,1,1,65,$0.00 ,$0.00 ,1,10,3,38.91128949,-77.01582506,Washington,20001,DC
97%,88%,4,2,Private room,1,1.5,1,65,$20.00 ,$500.00 ,1,1125,1,38.91220731,-77.01089706,Washington,20001,DC
